Date,Open,High,Low,Close,Volume,Market Cap,Balance_in_RBTC,Circulating Supply,Balance in USD,Total Value Locked (TVL) in USD
2021-10-02,48137,48282,47466,47711,30614346492,898547418743,83990778,18833129,1589483478261,1589464645132
2021-10-01,43817,48436,43320,48117,42850641582,906127699408,62993085,18831758,1192112637082,1192093805324
2021-09-30,41551,44093,41445,43791,31141681925,824619217608,125986340,18830792,2384228491330,2384209660538
2021-09-29,41065,42545,40830,41564,30602359905,782651228474,146984215,18830027,2781602776768,2781583946741
2021-09-28,42201,42775,40932,41035,30214940550,772639687709,125986667,18828797,2384234679642,2384215850845
2021-09-27,43234,44313,42191,42236,30980029059,795216175345,62993598,18827923,1192122345351,1192103517428
2021-09-26,42722,43919,40848,43209,30661222077,813490665613,20997867,18826880,397374134042,397355307162
2021-09-25,42841,42996,41760,42717,31604717236,804192450113,83991520,18826052,1589497520240,1589478694188
2021-09-24,44894,45080,40937,42840,42839345714,806470363647,20997911,18825172,397374966720,397356141548
2021-09-23,43560,44942,43109,44895,34244064430,845122403460,41995818,18824422,794749857741,794731033319
2021-09-22,40678,43979,40626,43575,38139709246,820218503579,104989700,18823144,1986877577650,1986858754506
2021-09-21,43012,43608,39788,40694,48701090088,765958488767,104989871,18822394,1986880813740,1986861991346
2021-09-20,47261,47328,42599,42844,43909845642,806395852718,125987864,18821675,2384257332268,2384238510593
2021-09-19,48269,48328,46920,47260,26967722648,889472404520,62993924,18820830,1192128514738,1192109693908
2021-09-18,47274,48792,47087,48278,28575630451,908584317849,62993928,18819842,1192128590436,1192109770594
2021-09-17,47771,48161,46833,47268,28727713711,889514744351,62993925,18818540,1192128533662,1192109715122
2021-09-16,48159,48487,47080,47783,31764293754,899179151780,62993916,18817972,1192128363342,1192109545370
2021-09-15,47098,48450,46773,48176,30484496466,906532479371,83991953,18817097,1589505714548,1589486897451
2021-09-14,44960,47218,44752,47092,38652152880,886095283701,41996008,18816259,794753453396,794734637137
2021-09-13,46057,46599,43591,44963,40969943253,845980481365,41996038,18815036,794754021131,794735206095
2021-09-12,45207,46365,44790,46063,27881980161,866636671662,41996030,18814160,794753869735,794735055575
2021-09-11,44870,45969,44818,45201,34499835245,850381828071,20998015,18813341,397376934868,397358121527
2021-09-10,46397,47032,44344,44884,39154666597,844367023727,20998012,18812205,397376878094,397358065889
2021-09-09,45775,47262,45670,46391,38672657013,872686454372,62994027,18811547,1192130463962,1192111652415
2021-09-08,46828,47334,44561,46091,49007762488,867002908109,41996010,18810677,794753491245,794734680568
2021-09-07,52660,52854,43285,46811,65210059683,880498621998,146986032,18809652,2781637162584,2781618352932
2021-09-06,51769,52701,51054,52634,38884105426,989965076456,41996046,18808471,794754172527,794735364056
2021-09-05,49938,51869,49539,51753,30322676319,973354882473,125988105,18807700,2384261893072,2384243085372
2021-09-04,50009,50546,49549,49945,37471327794,939286123133,62994051,18806410,1192130918150,1192112111740
2021-09-03,49288,50982,48386,50025,43206179619,940757184680,83992059,18805741,1589507720546,1589488914805
2021-09-02,48808,50343,48652,49328,39508070319,927590865738,188982012,18804550,3576390086094,3576371281544
2021-09-01,47100,49111,46562,48847,39139399125,918501510157,20997994,18803642,397376537453,397357733811
2021-08-31,47024,48190,46750,47167,34730363427,886869903603,167983899,18802763,3179011296626,3178992493863
2021-08-30,48835,48926,46950,47055,31847007016,884727824089,20997978,18801994,397376234661,397357432667
2021-08-29,48911,49644,47926,48830,25889650240,918057300166,125987833,18801092,2384256745608,2384237944516
2021-08-28,49073,49284,48499,48902,28568103401,919372790254,41995940,18800311,794752166530,794733366219
2021-08-27,46895,49113,46394,49059,34511076995,922265559164,167983919,18799110,3179011675116,3178992876006
2021-08-26,49003,49348,46406,46942,32666549568,882436522913,62994092,18798443,1192131694054,1192112895611
2021-08-25,47727,49203,47164,48961,32646349931,920337950861,20998031,18797368,397377237660,397358440292
2021-08-24,49562,49879,47687,47706,35361168834,896704765697,209980264,18796478,3973771506068,3973752709590
2021-08-23,49292,50482,49075,49546,34305053719,931244272409,104990132,18795549,1986885753034,1986866957485
2021-08-22,48869,49472,48200,49322,25370975378,926961622395,20998042,18794080,397377445829,397358651749
2021-08-21,49327,49717,48312,48905,40585205312,919092181743,62994117,18793420,1192132167166,1192113373746
2021-08-20,46723,49342,46651,49339,34706867452,927189789032,104990171,18792229,1986886491090,1986867698861
2021-08-19,44742,46971,43998,46718,37204312299,877875534875,62994102,18790949,1192131883299,1192113092350
2021-08-18,44687,45952,44364,44801,32194123075,841823296233,62994083,18790279,1192131523734,1192112733455
2021-08-17,45936,47140,44512,44695,33451362600,839796717683,104990102,18789500,1986885185299,1986866395799
2021-08-16,47020,47998,45700,46004,32776876610,864345726183,41996029,18788491,794753850810,794735062319
2021-08-15,47097,47357,45580,47047,30988958446,883882942188,41996019,18787233,794753661566,794734874333
2021-08-14,47811,48099,46178,47097,31211354442,884769956069,83992039,18786121,1589507342056,1589488555935
2021-08-13,44440,47832,44282,47793,31744259539,897802604441,125988031,18785232,2384260492660,2384241707428
2021-08-12,45577,46229,43861,44428,33723620826,834546790666,83992001,18784253,1589506622924,1589487838671
2021-08-11,45600,46736,45352,45594,34319709073,856398622622,83992000,18783143,1589506604000,1589487820857
2021-08-10,46281,46638,44706,45585,33546019517,856195142352,83991987,18782388,1589506357982,1589487575594
2021-08-09,43792,46457,42849,46365,38734079049,870805373889,62993982,18781524,1192129612359,1192110830835
2021-08-08,44574,45282,43332,43798,36302664750,822545074286,83991951,18780425,1589505676700,1589486896275
2021-08-07,42833,44690,42619,44556,40030862141,836730623772,83991909,18779303,1589504881870,1589486102567
2021-08-06,40866,43272,39932,42816,38226483046,804022903682,146985864,18778562,2781633983268,2781615204706
2021-08-05,39745,41342,37458,40870,35185031017,767423192906,41995998,18777176,794753264151,794734486975
2021-08-04,38213,39952,37589,39748,25372562724,746313542791,62993997,18776128,1192129896226,1192111120098
2021-08-03,39178,39750,37782,38153,26189830450,716341544145,104990007,18775497,1986883387472,1986864611975
2021-08-02,39907,40419,38746,39202,25595265436,735995665489,62994003,18774442,1192130009774,1192111235332
2021-08-01,41461,42542,39541,39975,26688438115,750472428208,104990005,18773544,1986883349622,1986864576078
2021-07-31,42196,42231,41111,41626,25802845343,781431379811,0,18772675,0,-18772675
2021-07-30,40027,42236,38397,42236,33072782960,792829863258,62994005,18771424,1192130047622,1192111276198
2021-07-29,39995,40593,39352,40008,27167146027,750980784072,104990025,18770765,1986883728112,1986864957347
2021-07-28,39503,40816,38862,39996,38702404695,750706646107,83992006,18769543,1589506717547,1589487948004
2021-07-27,37276,39407,36442,39407,35097370560,739612127373,83991993,18768547,1589506471528,1589487702981
2021-07-26,35384,40500,35287,37338,51022126212,700734471386,62993984,18767327,1192129650208,1192110882881
2021-07-25,34290,35365,33882,35350,20856685287,663401935103,20997993,18766674,397376518528,397357751854
2021-07-24,33594,34490,33425,34292,21664706865,643518528651,41995984,18765850,794752999208,794734233358
2021-07-23,32306,33582,32058,33582,22552046192,630147722704,41995986,18764449,794753037057,794734272608
2021-07-22,32139,32576,31745,32313,19555230518,606316858335,104989958,18763868,1986882460171,1986863696303
2021-07-21,29796,32752,29526,32111,28203024559,602489309202,41995981,18762708,794752942434,794734179726
2021-07-20,30838,31006,29361,29807,23148267245,559244324356,0,18762181,0,-18762181
2021-07-19,31800,31886,30564,30818,20434789545,578178147283,125987946,18761054,2384258884077,2384240123023
2021-07-18,31534,32399,31215,31797,18787986667,596513309277,83991951,18760050,1589505676700,1589486916650
2021-07-17,31397,31936,31224,31533,18895018942,591536476392,125987908,18759283,2384258164946,2384239405663
2021-07-16,31842,32218,31101,31422,23699476918,589415807378,167983874,18758061,3179010823513,3178992065452
2021-07-15,32828,33160,31176,31781,21300524237,596124462729,0,18757259,0,-18757259
2021-07-14,32724,33061,31639,32822,21376531210,615635042692,83992024,18756780,1589507058188,1589488301408
2021-07-13,33125,33327,32261,32702,19120856669,613343664760,167984006,18755540,3179013321547,3178994566007
2021-07-12,34254,34592,32697,33156,24321499537,621827984940,83991953,18754614,1589505714548,1589486959934
2021-07-11,33509,34585,33347,34240,20108729370,642138104626,0,18754033,0,-18754033
2021-07-10,33811,34209,33116,33521,22971873468,628615338753,62993955,18752881,1192129101398,1192110348517
2021-07-09,32862,34042,32319,33798,27436021028,633784072787,62993962,18752118,1192129233869,1192110481751
2021-07-08,33890,33908,32133,32877,29910396946,616492852697,41995972,18751494,794752772114,794734020620
2021-07-07,34226,34998,33839,33855,24796027477,634802817185,83991930,18750637,1589505279285,1589486528648
2021-07-06,33724,35039,33600,34235,26501259870,641899161594,20997978,18749793,397376234661,397357484868
2021-07-05,35284,35284,33214,33746,26721554282,632696207200,41995956,18748776,794752469322,794733720546
2021-07-04,34666,35938,34396,35288,24924307911,661574836315,83991917,18747870,1589505033266,1589486285396
2021-07-03,33854,34909,33403,34669,24383958643,649939701346,62993949,18746999,1192128987850,1192110240851
2021-07-02,33550,33940,32771,33897,38728974942,635450784106,41995969,18746520,794752715340,794733968820
2021-07-01,35036,35036,32884,33572,37838957079,629339325298,20997981,18745959,397376291434,397357545475
2021-06-30,35908,36075,34086,35041,34059036099,656852513238,41995957,18745256,794752488246,794733742990
2021-06-29,34476,36542,34252,35868,37901460044,672333423402,125987852,18744659,2384257105174,2384238360515
2021-06-28,34679,35220,33902,34434,33892523752,645442759493,62993915,18744345,1192128344418,1192109600073
2021-06-27,32288,34656,32072,34650,35511640894,649461677014,20997967,18743483,397376026492,397357283009
2021-06-26,31595,32638,30184,32186,38585385521,603276028309,62993894,18743430,1192127947003,1192109203573
2021-06-25,34659,35487,31351,31638,40230904226,592978211189,104989765,18742595,1986878807742,1986860065147
2021-06-24,33683,35229,32385,34662,33123368116,649643997441,146985531,18742254,2781627681410,2781608939156
2021-06-23,32516,34753,31773,33723,46317108925,632011278436,146985543,18741253,2781627908504,2781609167251
2021-06-22,31622,33292,28894,32506,58964353058,609180639390,230977185,18740560,4371127737532,4371108996972
2021-06-21,35641,35722,31296,31677,52809038594,593627575887,83991694,18740019,1589500813103,1589482073084
2021-06-20,35563,36059,33432,35698,36664034054,668968868770,104989608,18739674,1986875836596,1986857096922
2021-06-19,35855,36458,34933,35616,31207279719,667400859261,83991693,18738793,1589500794178,1589482055385
2021-06-18,38099,38187,35256,35787,36200887275,670589444851,62993765,18738353,1192125505742,1192106767389
2021-06-17,38341,39514,37440,38054,37096670047,713025631758,167983636,18737206,3179006319482,3178987582276
2021-06-16,40169,40517,38176,38347,39211635100,718494773612,125987925,18736662,2384258486662,2384239750000
2021-06-15,40427,41295,39609,40406,46420149185,757029874725,251975867,18735581,4768517295042,4768498559461
2021-06-14,39017,40978,38757,40218,43148914673,753471062534,188981818,18734673,3576386414741,3576367680068
2021-06-13,35556,39323,34864,39098,40669112838,732465659892,125988044,18734095,2384260738678,2384242004583
2021-06-12,37340,37409,34728,35553,37924228550,666018173753,83992131,18733108,1589509083110,1589490350002
2021-06-11,36697,37609,36044,37334,38699736985,699368729838,167984450,18732756,3179021724025,3179002991269
2021-06-10,37390,38334,35848,36703,43576032854,687509421226,167984681,18731696,3179026095584,3179007363888
2021-06-09,33417,37537,32476,37345,53972919008,699516138698,125988479,18731186,2384268970836,2384250239650
2021-06-08,33590,34017,31114,33473,49902050442,626954944879,104990354,18730169,1986889954273,1986871224104
2021-06-07,35835,36791,33481,33561,33683936663,628572961759,62994252,18729268,1192134721974,1192115992706
2021-06-06,35539,36436,35305,35862,28913440585,671652557855,83992406,18728809,1589514287347,1589495558538
2021-06-05,36880,37918,34900,35552,35959473399,665804639833,83992428,18727628,1589514703686,1589495976058
2021-06-04,39242,39242,35718,36894,41831090187,690915072093,83992465,18727031,1589515403892,1589496676861
2021-06-03,37599,39479,37244,39209,35460750427,734224332239,104990710,18725913,1986896691395,1986877965482
2021-06-02,36700,38231,35966,37575,33070867190,703599671425,167985264,18725207,3179037128568,3179018403361
2021-06-01,37294,37897,35787,36685,34639423297,686891021225,146987299,18724029,2781661139926,2781642415897
2021-05-31,35659,37468,34242,37333,39009847639,698990486185,20998216,18723127,397380738692,397362015565
2021-05-30,34607,36401,33521,35678,31646080921,667976638398,41996432,18722368,794761477384,794742755016
2021-05-29,35684,37234,33694,34616,45231013335,648061013208,41996457,18721430,794761950496,794743229066
2021-05-28,38507,38857,34779,35698,55200191952,668283930067,104991367,18720487,1986909124792,1986890404305
2021-05-27,39317,40380,37248,38437,43210968721,719538129128,167987163,18719935,3179073066194,3179054346259
2021-05-26,38393,40782,37906,39294,51346735160,735556411166,104992370,18719306,1986928106065,1986909386759
2021-05-25,38796,39776,36581,38402,56211915803,718829377408,20998536,18718540,397386794532,397368075992
2021-05-24,34700,39835,34551,38706,67359584098,724332072424,209985128,18713690,3973863554836,3973844841146
2021-05-23,37531,38289,31227,34771,78469274361,650686270744,125990721,18713476,2384311399564,2384292686088
2021-05-22,37371,38831,35384,37537,57377273240,702449253648,83993788,18713516,1589540441006,1589521727490
2021-05-21,40597,42172,33616,37305,82051616861,698108789817,104992172,18713545,1986924359014,1986905645469
2021-05-20,36754,42463,35051,40783,88281943359,763195929022,62995279,18713580,1192154157436,1192135443856
2021-05-19,42945,43546,30682,37002,126358098747,692452570147,125990487,18713923,2384306971232,2384288257309
2021-05-18,43488,45812,42368,42909,56187365084,802974346863,83993627,18713425,1589537394162,1589518680737
2021-05-17,46416,46624,42207,43538,74903638450,814701646509,83993603,18712427,1589536939974,1589518227547
2021-05-16,46717,49720,43963,46456,64047871555,869279076502,83993586,18711880,1589536618257,1589517906377
2021-05-15,49855,50640,46664,46760,59161047474,874931019742,188985504,18711100,3576456170448,3576437459348
2021-05-14,49683,51438,48869,49881,55737497453,933276901265,20998383,18710068,397383899084,397365189016
2021-05-13,49735,51331,46980,49716,96721152926,930161010060,125990269,18709490,2384302845690,2384284136200
2021-05-12,56715,57939,49151,49151,75215403907,919527847950,188985270,18708223,3576451742115,3576433033892
2021-05-11,55847,56873,54609,56705,61308396325,1060790877192,272979216,18707184,5165995173192,5165976466008
2021-05-10,58251,59519,54071,55860,71776546298,1044927337818,125990540,18706182,2384307974230,2384289268048
2021-05-09,58877,59211,56482,58232,65906690347,1089244557676,188986032,18705258,3576466162584,3576447457326
2021-05-08,57353,59465,56975,58804,65382980634,1099863941004,83993846,18703897,1589541538627,1589522834730
2021-05-07,56414,58607,55322,57356,68434023376,1072727435210,146989331,18702968,2781699594510,2781680891542
2021-05-06,57441,58363,55383,56397,69523285106,1054714918675,62995406,18701614,1192156560847,1192137859233
2021-05-05,53252,57911,52969,57424,69241316747,1073873012867,146989250,18700770,2781698061625,2781679360855
2021-05-04,57214,57214,53191,53334,68564706967,997324142593,104992547,18699594,1986931455702,1986912756108
2021-05-03,56620,58973,56591,57200,51713139031,1069563935453,125991146,18698670,2384319442477,2384300743807
2021-05-02,57826,57903,56142,56631,38177405335,1058862005057,62995773,18697569,1192163506138,1192144808569
2021-05-01,57715,58448,57052,57828,42836427360,1081174515343,125991588,18696384,2384327807106,2384309110722
2021-04-30,53569,57901,53130,57750,52395931985,1079669884320,62995780,18695582,1192163638610,1192144943028
2021-04-29,54858,55116,52418,53555,46088929780,1001193634072,41997183,18694681,794775689684,794756995003
2021-04-28,55037,56227,53888,54825,48000572955,1024888208734,83994417,18693811,1589552344516,1589533650705
2021-04-27,54030,55417,53319,55033,49448222757,1028733359592,41997304,18693027,794777979548,794759286521
2021-04-26,49078,54288,48853,54022,58284039825,1009780042661,104993241,18692015,1986944589304,1986925897289
2021-04-25,50053,50506,47159,49004,46117114240,915955943256,41997429,18691453,794780345110,794761653657
2021-04-24,51143,51168,48805,50051,49014494781,935471648213,20998714,18690369,397390163093,397371472724
2021-04-23,51740,52121,47715,51094,86668667320,954919230092,167990224,18689459,3179130994088,3179112304629
2021-04-22,53857,55410,50584,51762,74798630778,967372472375,104994093,18688854,1986960712978,1986942024124
2021-04-21,56471,56758,53695,53906,54926612466,1007389534360,0,18687893,0,-18687893
2021-04-20,55682,57062,53448,56473,67849323955,1055323526514,83995236,18687223,1589567843682,1589549156459
2021-04-19,56192,57520,54369,55724,65344865159,1041287672154,167990385,18686521,3179134040932,3179115354411
2021-04-18,60702,61057,52830,56216,97468872758,1050445401610,83995186,18685879,1589566897457,1589548211578
2021-04-17,61530,62572,60361,60684,66138759198,1133882479237,41997592,18685032,794783429804,794764744772
2021-04-16,63259,63595,60223,61573,84293007468,1150457156740,83995334,18684442,1589569698283,1589551013841
2021-04-15,63075,63822,62209,63314,60954381579,1182945492744,83995674,18683790,1589576132613,1589557448823
2021-04-14,63524,64863,61555,63110,77451779687,1179061093980,209989460,18682635,3973945535770,3973926853135
2021-04-13,59890,63742,59870,63503,69983454362,1186364044140,41998058,18682016,794792248621,794773566605
2021-04-12,60176,61253,59590,59893,51828688519,1118871072069,41998154,18681166,794794065373,794775384207
2021-04-11,59846,60791,59290,60205,46280252580,1124635848775,20999077,18680107,397397032686,397378352579
2021-04-10,58254,61277,58039,59793,58238470525,1116889802872,104995381,18679274,1986985087734,1986966408460
2021-04-09,58327,58937,57808,58245,46655208546,1087911057870,83996300,18678188,1589587979350,1589569301162
2021-04-08,56100,58339,55879,58324,53053855641,1089334328139,20999075,18677291,397396994838,397378317547
2021-04-07,58187,58731,55604,56049,75645303584,1046793054753,20999075,18676391,397396994838,397378318447
2021-04-06,59172,59480,57647,58192,66058027988,1086769183295,0,18675577,0,-18675577
2021-04-05,58761,59891,57695,59058,60706272115,1102880790089,0,18674537,0,-18674537
2021-04-04,57605,58914,57169,58759,50749662970,1097232660348,0,18673440,0,-18673440
2021-04-03,59397,60110,57604,57604,59641344484,1075617261180,20999075,18672614,397396994838,397378322224
2021-04-02,59099,60267,58869,59384,58727860620,1108813863083,20999105,18671930,397397562572,397378890642
2021-04-01,58927,59586,58505,59096,61669163792,1103377830758,62997423,18670939,1192194731564,1192176060625
2021-03-31,58930,59930,57726,58919,65520826225,1100016786763,20999151,18669984,397398433100,397379763116
2021-03-30,57750,59447,57252,58918,54414116432,1099939890804,20999170,18668996,397398792665,397380123669
2021-03-29,55948,58342,55139,57750,57625587027,1078088296477,20999202,18668196,397399398249,397380730053
2021-03-28,55975,56610,55071,55951,47686580918,1044446559059,41998404,18667165,794798796498,794780129333
2021-03-27,55138,56568,54243,55974,47266542233,1044814147412,20999252,18666062,397400344474,397381678412
2021-03-26,51683,55137,51580,55137,56652197978,1029150697411,41998558,18665337,794801710871,794783045534
2021-03-25,52727,53392,50857,51704,67999812841,965028762666,62998011,18664489,1192205859170,1192187194681
2021-03-24,54710,57262,52514,52774,70567223787,984948142898,83997473,18663511,1589610177788,1589591514277
2021-03-23,54512,55985,53471,54739,56435023914,1021563479682,41998772,18662443,794805760714,794787098271
2021-03-22,57518,58471,54288,54529,56521454974,1017595269117,20999386,18661543,397402880357,397384218814
2021-03-21,58310,58768,56006,57523,51943414539,1073417235408,41998772,18660662,794805760714,794787100052
2021-03-20,58332,60031,58213,58314,50361731222,1088105221978,41998772,18659417,794805760714,794787101297
2021-03-19,57850,59498,56644,58347,49063873786,1088666450746,41998793,18658482,794806158128,794787499646
2021-03-18,58893,60116,54254,57859,55746041000,1079511086884,62998226,18657617,1192209927937,1192191270320
2021-03-17,56826,58970,54529,58871,60258313191,1098337655327,20999414,18656684,397403410243,397384753559
2021-03-16,55841,56833,53555,56805,59749798599,1059745818423,20999414,18655855,397403410243,397384754388
2021-03-15,59267,60541,55393,55907,66419369890,1042946024860,20999419,18655017,397403504866,397384849849
2021-03-14,61221,61598,59302,59302,43901225564,1106226132525,41998838,18654112,794807009731,794788355619
2021-03-13,57343,61684,56218,61243,60669829814,1142369158667,20999419,18653057,397403504866,397384851809
2021-03-12,57821,57997,55377,57332,55689944702,1069366321844,20999419,18652172,397403504866,397384852694
2021-03-11,55963,58091,54485,57805,56772343595,1078135604118,20999419,18651252,397403504866,397384853614
2021-03-10,54824,57258,53291,56009,57295577614,1044580057477,0,18650218,0,-18650218
2021-03-09,52273,54824,51982,54824,50912227385,1022439972862,20999419,18649496,397403504866,397384855370
2021-03-08,51174,52314,49506,52247,48597428048,974321883623,62998258,18648379,1192210533521,1192191885142
2021-03-07,48919,51384,48919,51207,43137459378,954880954585,0,18647469,0,-18647469
2021-03-06,48899,49147,47258,48912,34363564661,912054166029,0,18646839,0,-18646839
2021-03-05,48527,49396,46543,48927,48625928883,912285065720,41998840,18645841,794807047580,794788401739
2021-03-04,50522,51735,47657,48561,52343816680,905414104807,20999420,18644882,397403523790,397384878908
2021-03-03,48416,52535,48274,50538,53220811975,942236576905,20999420,18644121,397403523790,397384879669
2021-03-02,49612,50128,47229,48379,47530897720,901933683269,20999420,18643082,397403523790,397384880708
2021-03-01,45160,49784,45115,49631,53891300112,925235527882,20999420,18642291,397403523790,397384881499
2021-02-28,46194,46716,43242,45138,53443887451,841428977515,0,18641255,0,-18641255
2021-02-27,46345,48253,45269,46188,45910946382,860978135421,20999420,18640732,397403523790,397384883058
2021-02-26,47180,48371,44455,46340,350967941479,863752275053,0,18639453,0,-18639453
2021-02-25,49709,51949,47094,47094,54506565949,877766126138,0,18638598,0,-18638598
2021-02-24,48835,51290,47214,49705,63695521388,926393090751,41998844,18637825,794807123278,794788485453
2021-02-23,54205,54205,45291,48824,106102492824,909925854460,0,18636856,0,-18636856
2021-02-22,57533,57533,48968,54207,92052420332,1010205212981,41998847,18636066,794807180052,794788543986
2021-02-21,56069,58331,55673,57540,51897585191,1072263294725,0,18635094,0,-18635094
2021-02-20,55887,57505,54627,56100,68145460026,1045371087640,20999423,18634066,397403580564,397384946498
2021-02-19,51676,56114,50937,55888,63495496918,1041380696669,0,18633351,0,-18633351
2021-02-18,52141,52474,51016,51680,52054723579,962915078024,0,18632258,0,-18632258
2021-02-17,49207,52534,49072,52149,80820545404,971611626454,20999423,18631453,397403580564,397384949111
2021-02-16,47944,50341,47201,49200,77049582886,916623418254,0,18630557,0,-18630557
2021-02-15,48697,48876,46347,47945,77069903166,893210080039,20999423,18629890,397403580564,397384950674
2021-02-14,47115,49488,47115,48717,71248675228,907551330153,41998845,18629048,794807142202,794788513154
2021-02-13,47491,48048,46392,47106,70250456155,877478894464,104997114,18627752,1987017883893,1986999256141
2021-02-12,47877,48746,46425,47505,76555041196,884874050612,20999426,18626967,397403637337,397385010370
2021-02-11,44899,48463,44188,47909,81388911810,892364856136,20999424,18626247,397403599488,397384973241
2021-02-10,46470,47146,43881,44918,87301089896,836616907527,293991955,18625426,5563650752398,5563632126972
2021-02-09,46185,48004,45167,46481,91809846886,865682956619,83997709,18624448,1589614643970,1589596019522
2021-02-08,38887,46204,38076,46196,101467222687,860342706260,41998856,18623749,794807350372,794788726623
2021-02-07,39250,39622,37446,38903,65500641143,724478833211,20999428,18622698,397403675186,397385052488
2021-02-06,38138,40847,38138,39266,71326033653,731192490093,20999428,18621517,397403675186,397385053669
2021-02-05,36932,38226,36659,38144,58598066402,710266752534,20999428,18620668,397403675186,397385054518
2021-02-04,37475,38592,36318,36926,68838074392,687542752523,41998856,18619476,794807350372,794788730896
2021-02-03,35511,37480,35444,37472,61166818159,697672910488,20999429,18618513,397403694110,397385075597
2021-02-02,33533,35897,33489,35510,63088585433,661114581664,41998859,18617702,794807407146,794788789444
2021-02-01,33115,34638,32384,33537,61400400660,624349044409,41998860,18616723,794807426070,794788809347
2021-01-31,34271,34288,32270,33114,52754542671,616452744533,20999430,18616076,397403713035,397385096959
2021-01-30,34296,34835,32940,34270,65141828798,637924573284,41998868,18614665,794807577466,794788962801
2021-01-29,34319,38406,32065,34316,117894572511,638768671362,0,18614310,0,-18614310
2021-01-28,30441,33858,30023,33466,76517157706,622910073820,0,18613222,0,-18613222
2021-01-27,32564,32564,29367,30433,62576762015,566417413554,0,18611948,0,-18611948
2021-01-26,32359,32795,31030,32570,60255421470,606169260387,41998890,18611276,794807993805,794789382529
2021-01-25,32286,34803,32088,32366,59897054838,602350097075,20999446,18610582,397404015827,397385405245
2021-01-24,32064,32944,31107,32289,48643830599,600888568010,0,18609699,0,-18609699
2021-01-23,32986,33361,31493,32068,48354737975,596733137645,20999446,18608368,397404015827,397385407459
2021-01-22,30818,33812,28953,33006,77207272511,614160521492,0,18607542,0,-18607542
2021-01-21,35549,35553,30251,30826,75643067688,573565664943,41998890,18606555,794807993805,794789387250
2021-01-20,36050,36378,33570,35548,66834573161,661400102161,20999445,18605832,397403996902,397385391070
2021-01-19,36642,37756,36070,36070,57244195486,671081200700,0,18604968,0,-18604968
2021-01-18,35792,37299,34884,36630,49511702429,681470030572,0,18604150,0,-18604150
2021-01-17,36164,36722,34069,35791,52359854336,665831621391,20999445,18603325,397403996902,397385393577
2021-01-16,36822,37864,35634,36178,57706187875,673000645231,20999446,18602483,397404015827,397385413344
2021-01-15,39157,39578,34660,36825,67760757881,685005864471,0,18601653,0,-18601653
2021-01-14,37325,39966,36869,39187,63615990033,728904366964,20999449,18600668,397404072600,397385471932
2021-01-13,33915,37600,32585,37316,69364315979,694069582194,20999449,18599785,397404072600,397385472815
2021-01-12,35516,36569,32698,33923,74773277909,630920422745,0,18598603,0,-18598603
2021-01-11,38347,38347,30550,35567,123320567399,661457321418,20999450,18597501,397404091525,397385494024
2021-01-10,40254,41420,35985,38356,79980747690,713304617761,125996700,18596950,2384424549150,2384405952200
2021-01-09,40789,41436,38981,40255,61984162837,748563483043,0,18595541,0,-18595541
2021-01-08,39382,41947,36839,40798,88107519480,758625941267,0,18594685,0,-18594685
2021-01-07,36834,40180,36491,39371,84762141031,732062681138,62998352,18593957,1192212312424,1192193718467
2021-01-06,34014,36880,33514,36824,75289433811,684671246324,62998353,18593071,1192212331348,1192193738277
2021-01-05,31977,34438,30221,33992,67547324782,631980005970,0,18592022,0,-18592022
2021-01-04,32811,33440,28723,31972,81163475344,594384025391,0,18590768,0,-18590768
2021-01-03,32129,34609,32052,32782,78665235202,609409213147,0,18589751,0,-18589751
2021-01-02,29376,33155,29091,32127,67865420765,597205944669,20999451,18588911,397404110450,397385521539
2021-01-01,28994,29601,28804,29374,40730301359,546001594838,0,18587921,0,-18587921
